author_id, first_publication_year, number_of_publications, number_of_first_author_publications, number_of_coauthors, affiliation 
4149, 2005, 15, 7, 89, Technical University Munich Germany
4150, 1993, 61, 16, 264, Hewlett Packard Labs Palo Alto
4151, 1982, 57, 12, 254, 
4152, 1984, 291, 71, 1212, TU Munich Department of Informatics
4153, 2002, 29, 16, 139, 
4154, 2003, 25, 3, 106, Versailles Saint-Quentin-en-Yvelines University France
4155, 2004, 11, 8, 30, 
4156, 2004, 62, 19, 230, University of Applied Sciences for Telecommunications Leipzig Germany
4157, 1985, 257, 61, 791, Leipzig University Germany
4158, 2004, 33, 6, 148, 
4159, 1993, 94, 35, 328, Università della Basilicata Italy
4160, 2006, 18, 4, 63, 
4161, 2009, 6, 2, 27, 
4162, 2009, 17, 0, 83, 
4163, 2009, 31, 11, 206, 
4164, 1989, 83, 32, 362, 
4165, 2006, 29, 15, 99, University of Texas at San Antonio
4166, 1986, 85, 7, 478, IBM Almaden Research Center San Jose USA
4167, 2005, 10, 7, 46, 
4168, 2002, 233, 20, 1094, Stanford University Department of Computer Science
4169, 1996, 78, 4, 358, Microsoft Research
4170, 2009, 5, 0, 23, 
4171, 1984, 138, 44, 575, University of Pennsylvania Philadelphia PA USA
4172, 1999, 192, 53, 719, Purdue University West Lafayette USA
4173, 2008, 11, 1, 65, 
4174, 2009, 3, 3, 26, 
4175, 1998, 6, 0, 48, 
4176, 2008, 6, 1, 46, 
4177, 2004, 13, 2, 73, 
4178, 2009, 5, 0, 59, 
4179, 2009, 3, 0, 26, 
4180, 2009, 3, 0, 26, Stanford University CA USA
4181, 2007, 7, 3, 42, 
4182, 1971, 443, 113, 1334, University of California Irvine CA USA
4183, 1991, 145, 62, 576, San Diego Supercomputer Center USA
4184, 2009, 9, 7, 37, 
4185, 2009, 15, 10, 63, 
4186, 2004, 48, 19, 267, University of Paris-Sud Laboratory for Computer Science (LRI) France
4187, 2009, 2, 0, 7, 
4188, 1997, 92, 21, 418, National Research Institute for Mathematics and Computer Science Amsterdam Netherlands
4189, 1980, 173, 37, 753, National Research Institute for Mathematics and Computer Science Amsterdam Netherlands
4190, 2001, 122, 34, 436, University of Washington Seattle WA USA
4191, 2001, 65, 22, 275, 
4192, 1989, 142, 13, 528, University of Utah School of Computing
4193, 1999, 35, 16, 152, MIT Cambridge USA
4194, 1986, 127, 62, 370, AT&T Inc
4195, 2002, 27, 2, 114, 
4196, 1997, 117, 29, 378, McGill University Montreal Canada
4197, 1990, 256, 29, 1044, University of California Irvine USA
4198, 2008, 14, 10, 64, 
4199, 2001, 44, 32, 194, 
4200, 1993, 78, 35, 315, INRIA France
4201, 2007, 13, 3, 58, 
4202, 2010, 4, 1, 23, 
4203, 2000, 48, 8, 200, 
4204, 1987, 84, 7, 334, Versailles Saint-Quentin-en-Yvelines University France
4205, 1996, 142, 38, 511, Colorado State University USA
4206, 1995, 188, 41, 636, Colorado State University USA
4207, 2008, 18, 7, 81, 
4208, 2009, 38, 7, 180, 
4209, 1991, 75, 18, 280, The University of Michigan Dearborn MI USA
4210, 2004, 63, 22, 375, 
4211, 2001, 581, 206, 2571, 
4212, 2005, 11, 4, 49, 
4213, 1997, 117, 17, 531, 
4214, 2003, 73, 19, 321, 
4215, 2010, 10, 5, 34, 
4216, 2004, 36, 21, 158, 
4217, 2009, 41, 6, 120, 
4218, 1989, 228, 104, 750, University of Calabria Cosenza Italy
4219, 2005, 15, 8, 50, 
4220, 1974, 30, 13, 103, 
4221, 1999, 76, 18, 273, Technion - Israel Institute of Technology Haifa Israel
4222, 1978, 178, 30, 552, 
4223, 2007, 22, 15, 86, University of Wisconsin USA
4224, 2007, 10, 4, 77, 
4225, 2010, 10, 2, 647, 
4226, 2008, 15, 8, 97, 
4227, 1994, 116, 37, 684, University of Wisconsin Madison WI USA
4228, 2010, 19, 7, 77, University of California Berkeley CA USA
4229, 1996, 73, 35, 251, Eberhard Karls University of Tübingen Department of Computer Science
4230, 2005, 25, 4, 93, Technical University Munich Germany
4231, 2009, 5, 1, 20, 
4232, 2003, 76, 13, 423, Qatar Computing Research Institute HBKU
4233, 2009, 23, 3, 122, 
4234, 2006, 8, 2, 51, 
4235, 2007, 8, 6, 50, ETH Zurich Switzerland
4236, 2006, 6, 3, 38, 
4237, 2009, 9, 5, 53, 
4238, 1982, 89, 31, 558, IBM Almaden Research Center San Jose USA
4239, 1997, 76, 18, 429, MIT Computer Science and Artificial Intelligence Laboratory Cambridge USA
4240, 2010, 68, 27, 272, 
4241, 1978, 118, 38, 334, University of Massachusetts Amherst USA
4242, 1997, 65, 9, 277, 
4243, 2008, 8, 5, 24, 
4244, 1995, 217, 74, 754, Rensselaer Polytechnic Institute Department of Computer Science
4245, 2005, 40, 18, 249, 
4246, 2002, 112, 21, 535, University of Washington Information School Seattle WA USA
4247, 1980, 138, 29, 627, Portland State University USA
4248, 2010, 7, 0, 121, 
4249, 2004, 34, 16, 119, 
4250, 2000, 88, 18, 337, 
4251, 2003, 174, 25, 823, 
4252, 1997, 103, 16, 428, AT&T Inc
4253, 1980, 88, 28, 277, Michigan State University East Lansing USA
4254, 2008, 7, 3, 30, 
4255, 2003, 247, 32, 1057, Michigan State University East Lansing Department of Computer Science and Engineering
4256, 2003, 105, 49, 430, Amazon
4257, 2007, 15, 10, 74, 
4258, 2007, 19, 5, 82, 
4259, 2009, 12, 3, 50, 
4260, 2000, 73, 32, 243, Saarland University Information Systems Group
4261, 2003, 55, 14, 283, 
4262, 2009, 19, 5, 99, 
4263, 1999, 409, 163, 1789, 
4264, 2006, 16, 7, 61, 
4265, 2003, 10, 7, 28, 
4266, 2010, 24, 8, 123, 
4267, 2010, 30, 16, 126, 
4268, 2010, 6, 3, 27, 
4269, 2001, 53, 43, 158, Microsoft Research
4270, 2000, 130, 114, 414, University of London Birkbeck College
4271, 2008, 82, 2, 257, 
4272, 2008, 114, 19, 490, University of Illinois
4273, 2006, 19, 9, 137, 
4274, 2000, 51, 8, 305, IBM Research
4275, 1984, 353, 127, 1419, 
4276, 2007, 33, 13, 136, Intel Labs & MIT Boston MA USA
4277, 1999, 42, 14, 120, 
4278, 1992, 175, 41, 555, Hong Kong University of Science and Technology
4279, 2004, 85, 39, 299, Kent State University OH USA
4280, 2010, 15, 9, 41, 
4281, 1986, 251, 54, 1018, 
4282, 1998, 20, 6, 88, 
4283, 2009, 25, 10, 102, 
4284, 2006, 68, 15, 338, 
4285, 2009, 15, 3, 91, 
4286, 2009, 12, 9, 37, 
4287, 1990, 199, 85, 759, 
4288, 2001, 174, 1, 838, Northeastern University School of Information Science and Engineering Shenyang China
4289, 2007, 105, 30, 749, University of Oxford UK
4290, 2000, 101, 30, 342, University of Oxford UK
4291, 2002, 12, 4, 49, University of Florida Gainesville USA
4292, 2004, 8, 5, 37, 
4293, 2008, 13, 2, 66, 
4294, 1985, 108, 38, 497, Thomas J. Watson Research Center Yorktown Heights USA
4295, 2006, 24, 14, 85, 
4296, 1990, 245, 29, 910, University of Massachusetts Amherst USA
4297, 2002, 87, 11, 325, University of Massachusetts Amherst USA
4298, 2003, 68, 9, 303, Hong Kong Polytechnic University
4299, 2005, 24, 10, 108, 
4300, 2009, 3, 1, 15, 
4301, 2008, 38, 11, 171, 
4302, 2010, 2, 0, 6, 
4303, 2005, 52, 12, 226, INRIA Nancy Grand-Est
4304, 2010, 6, 0, 31, 
4305, 1999, 144, 73, 631, 
8009, 1997, 15, 1, 73, 
8010, 1996, 335, 128, 1392, 
8011, 1987, 86, 8, 339, 
8012, 2005, 7, 5, 25, 
8013, 1995, 214, 36, 942, University of Melbourne School of Computing and Information Systems Australia
8014, 2000, 89, 5, 321, Versailles Saint-Quentin-en-Yvelines University France
8015, 1992, 89, 13, 362, New Jersey Institute of Technology Newark USA
8016, 2002, 28, 16, 104, 
8017, 2009, 10, 4, 52, 
8018, 1998, 85, 17, 313, 
8019, 2004, 18, 6, 65, 
8020, 2003, 23, 23, 101, 
8021, 2006, 47, 33, 190, University of Waterloo Canada
8022, 1995, 491, 127, 1454, University of Chile Santiago Chile
8023, 1990, 191, 42, 586, University of Miami Department of Computer Science Coral Gables FL USA
8024, 2009, 28, 14, 106, Pennsylvania State University Department of Computer Science and Engineering University Park PA USA
8025, 2010, 15, 6, 63, 
8026, 2004, 42, 11, 187, University of São Paulo Department of Computer Science
8027, 1997, 260, 12, 1201, University of Sao Paulo Brazil
8028, 2008, 29, 8, 99, 
8029, 2007, 7, 4, 27, 
8030, 1984, 76, 11, 314, 
8031, 2009, 13, 0, 49, 
8032, 2010, 2, 1, 9, 
8033, 2010, 2, 0, 9, 
8034, 2002, 24, 16, 68, National University of Singapore (NUS)
8035, 2006, 20, 3, 125, 
8036, 2002, 57, 22, 217, 
8037, 2005, 10, 2, 49, 
8038, 1989, 16, 6, 71, HP Labs Palo Alto CA USA
8039, 2010, 3, 0, 23, 
8040, 2010, 2, 0, 23, 
8041, 2009, 6, 3, 18, 
8042, 2005, 34, 13, 204, 
8043, 1999, 77, 17, 329, Université Paris Descartes France
8044, 1990, 192, 30, 763, 
8045, 1979, 77, 17, 291, 
8046, 2010, 12, 8, 40, 
8047, 2007, 11, 7, 52, 
8048, 1999, 4, 2, 12, 
8049, 1986, 64, 38, 217, 
8050, 2001, 76, 22, 274, 
8051, 2011, 4, 2, 16, 
8052, 2009, 4, 1, 15, 
8053, 2006, 60, 16, 206, 
8054, 2005, 69, 46, 210, 
8055, 2011, 15, 8, 54, 
8056, 2008, 14, 10, 48, IBM Research Yorktown Heights NY USA
8057, 2010, 12, 9, 35, 
8058, 2011, 3, 2, 15, 
8059, 1999, 131, 16, 419, 
8060, 2010, 15, 11, 90, 
8061, 1985, 106, 28, 467, 
8062, 2010, 21, 7, 94, 
8063, 2006, 33, 25, 121, 
8064, 1993, 252, 65, 870, University of Texas at Arlington Department of Computer Science and Engineering
8065, 2000, 298, 24, 1342, University of Pittsburgh PA USA
8066, 2006, 345, 47, 1491, 
8067, 2011, 3, 0, 16, 
8068, 2007, 15, 4, 70, RWTH Aachen Germany
8069, 2005, 25, 9, 106, RWTH Aachen University Germany
8070, 2011, 15, 8, 65, 
8071, 2008, 22, 6, 98, UC Davis Genome Center University of California Davis USA
8072, 2007, 24, 9, 89, 
8073, 2011, 7, 5, 28, 
8074, 1999, 77, 13, 343, 
8075, 2010, 8, 7, 26, 
8076, 2001, 96, 27, 497, 
8077, 2002, 97, 28, 339, Charles University Prague Czech Republic
8078, 2002, 53, 10, 167, 
8079, 2011, 13, 3, 45, 
8080, 1996, 159, 63, 587, 
8081, 1997, 12, 10, 40, 
8082, 1987, 31, 1, 113, 
8083, 2010, 13, 4, 113, 
8084, 2011, 18, 0, 216, 
8085, 2003, 44, 3, 363, 
8086, 1993, 160, 6, 1320, 
8087, 1996, 180, 10, 1148, Argonne National Laboratory Lemont Illinois USA
8088, 2000, 135, 2, 830, 
8089, 2005, 18, 9, 61, 
8090, 2002, 14, 7, 51, 
8091, 2009, 11, 7, 38, 
8092, 1999, 303, 101, 1374, 
8093, 2007, 7, 3, 33, 
8094, 2002, 41, 1, 196, 
8095, 2012, 7, 7, 21, 
8096, 2009, 10, 5, 44, 
8097, 2003, 15, 10, 40, 
8098, 2012, 6, 3, 18, 
8099, 2004, 45, 4, 161, 
8100, 2012, 11, 6, 45, 
8101, 2010, 4, 0, 17, 
8102, 2010, 16, 8, 60, 
8103, 2009, 7, 5, 26, 
8104, 1994, 146, 39, 464, 
8105, 2012, 12, 7, 44, 
8106, 2006, 11, 10, 38, 
8107, 2005, 86, 70, 248, 
8108, 2012, 8, 3, 45, 
8109, 2005, 13, 13, 35, 
8110, 2008, 7, 1, 60, 
8111, 2006, 4, 0, 60, 
8112, 2004, 16, 6, 76, 
8113, 1978, 11, 7, 41, 
8114, 2013, 9, 3, 43, 
8115, 2008, 28, 1, 108, 
8116, 2010, 5, 4, 12, 
8117, 2011, 13, 5, 60, University of Melbourne Department of Information and Computing Systems VIC Australia
8118, 2012, 12, 6, 52, 
8119, 2004, 115, 46, 558, 
8120, 2010, 8, 2, 33, 
8121, 2010, 29, 8, 155, Commonwealth Scientific and Industrial Research Organisation (CSIRO) Sandy Bay TAS Australia
8122, 2010, 66, 18, 330, 
8123, 2000, 176, 62, 745, 
8124, 2010, 6, 0, 34, 
8125, 2004, 13, 6, 64, 
8126, 2013, 35, 17, 175, 
8127, 1976, 691, 27, 2881, University of Massachusetts Amherst Department of Computer Science
8128, 2008, 36, 19, 185, 
8129, 2010, 10, 5, 46, 
8130, 1999, 98, 16, 401, 
8131, 2009, 52, 29, 205, Griffith University Gold Coast Australia
8132, 2009, 59, 10, 197, 
8133, 2000, 67, 9, 262, Shanghai Jiao Tong University Department of Computer Science & Engineering
8134, 2009, 6, 3, 34, 
8135, 2005, 5, 2, 24, 
8136, 2007, 7, 3, 29, 
8137, 2006, 4, 2, 15, 
8138, 2007, 34, 11, 188, Thomas J. Watson Research Center Yorktown Heights USA
8139, 2013, 10, 1, 73, IBM
8140, 2013, 9, 1, 51, 
8141, 1983, 116, 70, 404, 
8142, 2013, 5, 4, 22, 
8143, 2011, 8, 4, 33, 
8144, 2008, 10, 6, 42, 
8145, 2008, 7, 3, 30, 
8146, 2005, 10, 5, 39, 
8147, 2013, 11, 1, 55, 
8148, 1995, 560, 168, 2310, 
8149, 2005, 65, 19, 290, The University of Southern Queensland Australia
8150, 2011, 7, 2, 25, 
8151, 1998, 191, 35, 664, 
8152, 2007, 24, 7, 130, 
8153, 2006, 63, 12, 304, Victoria University College of Engineering and Science Melbourne VIC Australia
8154, 2006, 196, 34, 913, 
8155, 2010, 37, 20, 195, 
8156, 1983, 219, 11, 809, Dalhousie University Faculty of Computer Science Halifax NS Canada
8157, 2008, 36, 6, 155, 
8158, 2001, 69, 3, 317, 
8159, 2012, 17, 3, 86, 
8160, 2012, 13, 8, 50, 
8161, 2002, 20, 8, 89, 
8162, 1986, 231, 0, 1073, 
8163, 2010, 12, 7, 45, 
8164, 2008, 24, 12, 95, 
8165, 2013, 11, 9, 35, 
8166, 2006, 24, 5, 85, 
8167, 1995, 53, 20, 188, 
8168, 2005, 21, 6, 68, 
8169, 1983, 367, 59, 1025, Macquarie University Sydney Australia
8170, 2011, 4, 0, 21, 
8171, 2009, 24, 12, 96, 
8172, 1992, 252, 29, 758, University of Minnesota USA
8173, 2010, 10, 3, 56, 
8174, 2010, 19, 9, 58, 
8175, 2005, 27, 9, 130, South China University of Technology School of Software Engineering Guangzhou China
8176, 1992, 79, 27, 254, Arizona State University Tempe Arizona USA
8177, 1998, 170, 78, 835, 
8178, 2003, 26, 10, 105, 
8179, 2005, 158, 41, 696, 
8180, 2012, 9, 1, 47, 
8181, 2006, 52, 14, 221, 
8182, 2008, 9, 4, 29, Max Planck Institute for Informatics
8183, 2011, 27, 13, 169, 
8184, 2008, 121, 37, 583, 
8185, 1987, 469, 40, 2143, Northwestern University Illinois USA
8186, 2012, 4, 4, 17, 
8187, 1991, 23, 11, 74, Stanford University USA
8188, 2010, 7, 3, 43, 
8189, 2008, 33, 17, 157, 
8190, 2008, 40, 10, 195, Pinterest San Francisco CA USA
8191, 1996, 47, 10, 232, 
8192, 2009, 41, 17, 171, 
8193, 2004, 64, 8, 290, 
8194, 1998, 77, 5, 353, 
8195, 2011, 10, 0, 36, 
8196, 1979, 152, 42, 524, University of Texas at Arlington USA
8197, 2001, 30, 14, 120, 
8198, 2001, 139, 38, 697, 
8199, 2008, 57, 2, 338, Soochow University School of Computer Science and Technology Suzhou Jiangsu China
8200, 2013, 13, 7, 54, 
8201, 2013, 13, 6, 53, 
8202, 2014, 14, 12, 56, 
8203, 2007, 45, 21, 196, 
8204, 2007, 56, 25, 219, Peking University Beijing China
8205, 2011, 52, 17, 177, 
8206, 2004, 103, 35, 463, 
8207, 2011, 10, 6, 52, 
8208, 1993, 98, 29, 373, Vrije Universiteit Brussel Department of Computer Science Belgium
8209, 1981, 130, 53, 437, Eindhoven University of Technology Netherlands
8210, 2013, 8, 5, 25, 
8211, 1992, 237, 31, 863, Macquarie University Sydney Australia
8212, 2009, 13, 8, 49, 
8213, 2005, 32, 9, 130, 
8214, 2003, 70, 5, 314, 
8215, 2015, 3, 3, 11, 
8216, 2006, 70, 8, 386, 
8217, 2005, 12, 6, 42, University of Konstanz DBIS Germany
8218, 2013, 19, 9, 92, Ludwig Maximilian University of Munich Germany
8219, 1998, 498, 165, 2282, 
8220, 1988, 418, 137, 1787, 
8221, 2001, 89, 2, 416, Tsinghua University Research Institute of Information Technology Beijing China
8222, 2011, 18, 10, 84, 
8223, 2000, 25, 14, 140, 
8224, 2006, 41, 15, 133, 
8225, 2012, 12, 7, 43, 
8226, 2002, 115, 22, 515, A*Star Institute for Infocomm Research Singapore
8227, 2004, 28, 12, 143, 
8228, 2008, 106, 24, 549, 
8229, 1996, 262, 64, 1274, 
8230, 1999, 161, 50, 829, 
8231, 2004, 92, 12, 469, 
8232, 2004, 129, 23, 578, 
8233, 2004, 65, 25, 235, Queen's University Belfast UK
8234, 2011, 14, 3, 62, 
8235, 2015, 9, 3, 45, 
8236, 2003, 123, 20, 555, 
8237, 2011, 47, 10, 234, Beijing University of Posts and Telecommunications State Key Laboratory of Networking and Switching Technology China
8238, 2010, 25, 5, 146, 
8239, 2015, 5, 2, 19, 
8240, 2005, 52, 18, 145, 
8241, 2015, 2, 0, 35, 
8242, 2015, 2, 0, 26, 
8243, 1989, 119, 9, 489, 
8244, 2001, 33, 15, 115, 
8245, 2015, 14, 9, 72, 
8246, 1991, 48, 19, 156, 
8247, 1997, 42, 7, 145, 
8248, 2014, 5, 0, 37, 
8249, 2011, 21, 5, 113, 
8250, 1996, 395, 122, 1619, 
8251, 2006, 99, 0, 460, Renmin University of China School of Information Beijing China
8252, 2015, 2, 0, 13, 
8253, 2010, 7, 0, 39, 
8254, 1994, 94, 6, 320, LIRS Lyon France
8255, 2003, 44, 3, 181, 
8256, 2013, 17, 5, 69, 
8257, 2010, 29, 10, 116, 
8258, 2005, 43, 10, 172, Federal University of Paraná (UFPR) Brasil
8259, 2014, 9, 7, 29, 
8260, 2013, 14, 7, 62, 
8261, 2006, 48, 14, 257, 
8262, 1994, 52, 11, 187, Higher School of Economics St. Petersburg Russia
8263, 2014, 5, 5, 18, 
8264, 2006, 34, 25, 105, University of Insubria Varese Italy
8265, 1998, 14, 13, 32, 
8266, 2007, 6, 0, 14, 
8267, 2010, 16, 11, 49, 
8268, 1996, 111, 39, 390, 
8269, 2016, 5, 1, 25, 
8270, 2012, 6, 3, 18, 
8271, 2011, 20, 6, 90, 
8272, 2003, 108, 28, 427, 
8273, 2002, 117, 1, 462, 
8274, 2010, 19, 14, 82, 
8275, 2001, 231, 35, 1052, 
8276, 2013, 10, 7, 34, 
8277, 2014, 3, 1, 12, 
8278, 2000, 79, 29, 316, 
8279, 2002, 29, 5, 150, 
8280, 1990, 166, 29, 570, Queen's University Belfast UK
8281, 2006, 65, 1, 264, 
8282, 2006, 43, 13, 227, Shenzhen University College of Computer Science and Software China
8283, 2016, 6, 5, 26, 
8284, 1980, 456, 198, 1935, 
8285, 2015, 3, 2, 11, 
8286, 2013, 7, 7, 21, 
8287, 1984, 9, 3, 23, 
8288, 2000, 147, 49, 583, 
8289, 2016, 2, 2, 4, 
8290, 2013, 31, 8, 147, Qihoo 360 Inc. Beijing China
8291, 2006, 32, 12, 165, 
8292, 2003, 54, 2, 160, University of Paderborn Germany
8293, 2005, 96, 2, 397, Singapore Management University Singapore
8294, 2014, 7, 1, 32, 
8295, 1995, 211, 27, 678, 
8296, 2009, 16, 14, 57, 
8297, 2009, 98, 33, 452, 
8298, 2016, 2, 2, 9, 
8299, 2006, 6, 1, 39, 
8300, 2016, 2, 0, 9, 
8301, 1985, 310, 113, 1319, 
8302, 2002, 104, 24, 408, 
8303, 2014, 2, 2, 5, 
8304, 2015, 4, 4, 19, 
8305, 2009, 5, 1, 21, 
8306, 2004, 82, 2, 396, 
8307, 2009, 39, 31, 149, 
8308, 2005, 68, 18, 266, Universitat Politècnica de Catalunya Barcelona Spain
8309, 2015, 5, 2, 23, 
8310, 2014, 4, 3, 13, 
8311, 2002, 24, 11, 105, 
8312, 2008, 25, 8, 106, 
8313, 2009, 18, 10, 84, SAP SE Walldorf Germany
8314, 2006, 110, 62, 494, South China University of Technology School of Computer Science and Engineering Guangzhou China
8315, 1999, 66, 3, 345, 
8316, 1991, 329, 75, 1139, Hong Kong Baptist University Department of Computer Science Hong Kong
8317, 2001, 240, 13, 1046, South China University of Technology Guangzhou Guangdong China
8318, 1987, 550, 119, 2169, University of Arizona Tucson USA
8319, 2004, 854, 32, 3845, University of Technology Sydney Australia
8320, 2002, 105, 5, 431, Peking University Key Laboratory of Machine Perception Beijing China
8321, 2007, 87, 16, 546, 
8322, 2006, 125, 19, 601, Chinese Academy of Sciences Institute of Automation National Laboratory of Pattern Recognition Beijing China
8323, 2010, 99, 22, 430, 
8324, 2008, 24, 13, 92, 
8325, 2009, 27, 12, 112, University of Cyprus
8326, 2001, 184, 66, 820, 
8327, 1999, 144, 33, 717, 
8328, 2002, 55, 22, 174, 
8329, 1991, 1066, 426, 4515, 
8330, 2011, 22, 15, 88, 
8331, 2003, 77, 26, 326, 
8332, 2016, 5, 3, 23, 
8333, 2001, 63, 6, 221, Federal University of Rio Grande do Sul Porto Alegre Brazil
8334, 1985, 65, 12, 191, Federal University of Rio Grande do Sul Porto Alegre Brazil
8335, 2013, 17, 6, 96, 
8336, 2010, 17, 10, 67, 
8337, 2003, 42, 25, 153, 
8338, 1998, 82, 3, 412, Chinese Academy of Sciences Institute of Software State Key Laboratory of Computer Science Beijing China
8339, 2003, 255, 2, 1142, Harbin Institute of Technology School of Computer Science and Technology Shenzhen China
8340, 2007, 10, 7, 33, 
8341, 2004, 28, 15, 102, 
8342, 2010, 23, 9, 110, University of Minnesota USA
8343, 1989, 210, 39, 643, 
8344, 2014, 5, 0, 30, 
8345, 2010, 11, 6, 40, 
8346, 2003, 73, 11, 294, 
8347, 2000, 56, 20, 224, 
8348, 1997, 68, 27, 322, 
8349, 2001, 40, 18, 144, 
8350, 1987, 263, 27, 1243, 
8351, 2011, 57, 34, 250, 
8352, 2008, 33, 12, 152, 
8353, 2000, 170, 22, 688, University of Victoria Department of Computer Science BC Canada
8354, 2014, 16, 8, 66, 
8355, 1991, 221, 7, 992, University of Melbourne Australia
8356, 2006, 10, 0, 43, 
8357, 2009, 86, 17, 429, 
8358, 2015, 7, 3, 27, Efiniti Telecommunications Services Sydney Australia
8359, 2015, 43, 27, 158, 
8360, 2004, 42, 13, 168, 
8361, 2000, 105, 33, 396, 
8362, 2005, 60, 23, 217, 
8363, 2013, 16, 14, 46, Hellenic Open University Patra Greece
8364, 2006, 81, 40, 269, 
8365, 1994, 113, 16, 370, 
8366, 2011, 21, 9, 100, 
8367, 2006, 69, 13, 263, 
8368, 2008, 24, 12, 99, 
8369, 2016, 7, 3, 36, 
8370, 2015, 11, 8, 58, University of Hannover L3S Research Center Germany
8371, 2012, 51, 21, 213, Leibniz University of Hannover Germany
8372, 2016, 10, 7, 42, 
8373, 2014, 5, 2, 18, 
8374, 2003, 179, 30, 854, 
8375, 2013, 8, 8, 21, 
8376, 2017, 2, 2, 16, 
8377, 2000, 8, 1, 37, 
8378, 1997, 4, 1, 21, 
8379, 1993, 6, 2, 30, 
8380, 2001, 4, 0, 23, 
8381, 2017, 2, 0, 16, 
8382, 1998, 8, 1, 42, 
8383, 1985, 20, 6, 104, 
8384, 2000, 24, 10, 90, 
8385, 2007, 78, 31, 303, 
8386, 2003, 71, 14, 282, Telefonica Research Barcelona Spain
8387, 2010, 21, 13, 87, 
8388, 2007, 7, 1, 31, 
8389, 2012, 7, 2, 30, 
8390, 2015, 21, 7, 101, 
8391, 1994, 8, 2, 38, 
8392, 2010, 24, 4, 121, 
8393, 1992, 23, 2, 111, 
8394, 2012, 24, 18, 90, 
8395, 2014, 18, 5, 87, University of Maryland College Park MD USA
8396, 1991, 244, 41, 1026, RMIT University Melbourne Australia
8397, 1993, 185, 50, 679, 
8398, 2016, 9, 2, 44, 
8399, 2009, 38, 13, 127, 
8400, 2008, 39, 6, 200, Nankai University College of Computer and Control Engineering Tianjin China
8401, 2015, 4, 4, 12, 
8402, 2016, 7, 3, 40, 
8403, 2014, 13, 4, 81, 
8404, 2017, 5, 2, 17, 
8405, 2017, 2, 2, 11, 
8406, 2015, 2, 0, 14, 
8407, 2008, 34, 19, 117, Rochester Institute of Technology NY USA
8408, 1978, 408, 70, 1745, University of Virginia Charlottesville USA
8409, 2017, 4, 0, 17, 
8410, 2016, 3, 1, 15, 
8411, 2016, 7, 4, 30, 
8412, 2004, 29, 2, 105, University of Calabria Cosenza Italy
8413, 2013, 11, 7, 52, 
